building_type,material,age_years,area_m2,region,tilt_angle_deg,vibration_magnitude,shock_detected,temperature_c,humidity_pct,pressure_hpa,illuminance_lux,structural_status,climate_status,lighting_status,overall_status,_true_degradation_level
commercial,mixed,77,3395.3,continental,1.23,0.0595,False,22.8,71.41,1020.66,396.0,normal,attention,normal,attention,0.3505
residential,wood,56,3811.5,arid,1.806,0.142,True,21.07,27.73,1011.73,257.9,attention,normal,normal,attention,0.4007
residential,concrete,24,2993.5,coastal,2.028,0.1445,False,15.74,83.64,1007.16,174.4,attention,attention,normal,attention,0.432
historical,brick,24,1735.6,continental,0.083,0.0,False,-1.58,25.81,1021.82,333.6,normal,normal,normal,normal,0.0084
industrial,brick,95,2402.1,continental,3.537,0.3284,False,5.56,58.07,1017.68,318.4,critical,normal,normal,critical,0.5679
residential,brick,51,2129.5,arid,0.549,0.0686,False,25.57,29.46,1014.09,515.3,normal,normal,normal,normal,0.2439
residential,concrete,53,4143.7,temperate,1.915,0.1575,False,17.84,67.29,1013.82,315.3,attention,normal,normal,attention,0.3865
residential,concrete,32,4937.4,continental,0.059,0.0266,False,18.42,49.39,1009.6,256.1,normal,normal,normal,normal,0.1203
industrial,concrete,49,1068.1,continental,0.011,0.0,False,1.16,56.4,1011.0,176.1,normal,normal,attention,attention,0.1486
commercial,concrete,71,1711.8,arid,2.135,0.1655,False,23.03,37.28,1007.93,294.0,attention,normal,attention,attention,0.4317
residential,mixed,19,4679.9,temperate,0.766,0.0591,False,3.4,71.1,1007.06,327.6,normal,attention,normal,attention,0.2444
residential,concrete,32,2225.4,temperate,1.835,0.1554,False,12.98,66.08,1020.58,420.9,attention,normal,normal,attention,0.4129
residential,brick,18,864.6,temperate,2.005,0.1104,False,10.95,38.08,1008.47,501.2,attention,normal,normal,attention,0.4193
residential,wood,74,1094.5,coastal,0.0,0.0,False,22.65,52.95,1020.79,399.6,normal,normal,normal,normal,0.1026
residential,wood,79,4174.1,temperate,4.024,0.2925,True,6.1,73.16,1014.47,452.3,critical,attention,normal,critical,0.5869
residential,brick,87,4282.0,coastal,4.121,0.3632,False,20.4,63.68,1020.34,337.4,critical,normal,normal,critical,0.6112
residential,concrete,13,3059.6,temperate,0.364,0.0351,False,4.81,62.39,1019.11,381.2,normal,normal,normal,normal,0.1334
residential,mixed,12,1016.2,continental,0.644,0.0288,False,20.05,42.38,1019.54,243.5,normal,normal,normal,normal,0.238
residential,brick,77,671.8,continental,1.559,0.1911,False,-0.59,40.37,1026.75,315.3,attention,normal,normal,attention,0.3835
commercial,concrete,54,1941.5,continental,2.472,0.1752,False,5.2,75.83,1013.04,617.2,attention,attention,normal,attention,0.4727
commercial,mixed,20,1978.8,continental,0.0,0.0,False,24.29,50.39,1016.3,312.5,normal,normal,normal,normal,0.0
residential,mixed,51,3806.6,temperate,0.296,0.058,False,10.71,58.23,1007.72,462.2,normal,normal,normal,normal,0.1701
residential,concrete,34,695.5,arid,1.113,0.0659,False,33.87,23.18,1012.9,290.8,normal,normal,normal,normal,0.3366
residential,brick,46,310.9,arid,2.323,0.1733,False,23.79,38.57,1007.35,317.6,attention,normal,normal,attention,0.4579
commercial,concrete,41,1550.6,temperate,1.311,0.0916,False,14.59,52.71,1019.04,458.6,normal,normal,normal,normal,0.3189
historical,brick,15,2402.1,continental,2.444,0.2348,False,5.77,51.63,1018.9,110.8,attention,normal,attention,attention,0.4493
industrial,mixed,30,587.4,coastal,0.442,0.0836,False,16.28,77.88,1018.3,417.8,normal,attention,normal,attention,0.2284
residential,brick,26,4575.5,continental,4.407,0.3089,True,10.69,50.24,1025.43,389.3,attention,normal,normal,attention,0.6373
commercial,concrete,24,87.5,continental,3.718,0.231,False,2.38,47.03,1025.59,489.1,attention,normal,normal,attention,0.5705
historical,brick,23,4844.7,coastal,0.083,0.0,False,19.54,69.89,1011.58,279.2,normal,normal,normal,normal,0.1487
industrial,concrete,43,991.3,temperate,0.875,0.0225,False,6.55,42.59,1003.49,309.3,normal,normal,normal,normal,0.2533
commercial,mixed,86,2924.7,temperate,5.54,0.4779,False,13.77,53.74,1013.19,485.7,critical,normal,normal,critical,0.7279
residential,concrete,72,1285.2,temperate,4.155,0.3562,False,11.29,50.08,1013.18,339.7,critical,normal,normal,critical,0.614
industrial,concrete,46,3991.6,coastal,1.029,0.1461,False,6.73,61.44,1022.7,372.0,attention,normal,normal,attention,0.3211
residential,mixed,85,877.7,arid,2.053,0.0752,False,23.06,19.95,1019.18,358.1,attention,normal,normal,attention,0.3841
residential,concrete,49,4966.4,temperate,2.167,0.1767,True,22.83,67.55,1011.28,246.3,attention,normal,normal,attention,0.4353
residential,mixed,80,4561.1,temperate,1.812,0.1889,False,12.1,56.73,1017.1,323.0,attention,normal,normal,attention,0.4182
residential,mixed,54,98.2,continental,0.356,0.0375,False,10.38,54.55,1010.54,354.9,normal,normal,normal,normal,0.0959
residential,concrete,132,3705.5,continental,2.452,0.2171,False,-0.27,73.86,1018.19,314.9,attention,normal,normal,attention,0.4728
industrial,concrete,50,210.9,continental,1.113,0.0825,False,-4.57,26.39,1013.69,139.4,normal,normal,attention,attention,0.3278
industrial,concrete,5,3680.5,arid,0.109,0.0,False,15.03,21.89,1011.9,341.6,normal,normal,normal,normal,0.1278
residential,brick,36,3475.7,continental,2.758,0.2967,False,14.22,59.17,1015.31,437.4,attention,normal,normal,attention,0.5069
residential,wood,32,893.2,continental,0.145,0.0434,False,23.04,28.83,1012.96,387.6,normal,normal,normal,normal,0.054
residential,brick,65,834.2,temperate,4.017,0.279,False,6.8,55.09,1004.73,382.7,critical,normal,normal,critical,0.5872
residential,brick,39,706.5,coastal,0.77,0.0621,False,12.32,71.86,1017.18,500.1,normal,attention,normal,attention,0.2732
historical,concrete,32,3935.9,temperate,0.205,0.0384,False,16.59,51.84,1014.33,203.0,normal,normal,normal,normal,0.1357
commercial,mixed,79,4405.7,arid,6.061,0.4737,False,12.05,37.57,1010.86,347.5,critical,normal,normal,critical,0.7586
industrial,concrete,77,2240.8,continental,1.567,0.181,False,25.43,53.05,1011.98,272.7,attention,normal,normal,attention,0.3907
residential,brick,60,4408.6,coastal,1.061,0.0875,False,19.84,58.63,1013.49,301.5,normal,normal,normal,normal,0.2896
historical,brick,65,3310.5,arid,0.464,0.0549,False,17.92,26.28,1018.77,265.5,normal,normal,normal,normal,0.2073
residential,concrete,35,1707.6,temperate,0.797,0.1343,False,7.88,52.41,1010.76,450.8,normal,normal,normal,normal,0.2738
residential,wood,49,2688.3,coastal,0.0,0.0413,False,22.82,76.45,1006.89,403.6,attention,critical,normal,critical,0.1167
industrial,mixed,19,1901.2,temperate,0.125,0.0321,False,19.91,55.8,1018.93,130.5,normal,normal,attention,attention,0.0
commercial,concrete,70,2748.5,continental,0.913,0.0509,False,10.68,61.07,1008.93,480.7,normal,normal,normal,normal,0.2804
residential,wood,80,3195.7,coastal,2.167,0.2298,False,21.43,67.86,1022.2,385.1,attention,attention,normal,attention,0.4879
residential,brick,16,1000.5,temperate,1.047,0.097,False,22.76,62.35,1029.04,297.1,normal,normal,normal,normal,0.3278
residential,concrete,68,1031.5,temperate,1.784,0.1544,False,14.83,66.24,1014.15,362.4,attention,normal,normal,attention,0.4384
residential,concrete,47,161.0,coastal,2.018,0.2344,False,34.13,72.3,1004.46,254.4,attention,normal,normal,attention,0.4213
commercial,concrete,118,3172.4,continental,2.65,0.1827,False,24.26,71.71,1031.48,462.9,attention,normal,normal,attention,0.4851
residential,wood,60,4879.2,temperate,3.944,0.3012,False,11.24,50.67,1003.59,418.5,attention,normal,normal,attention,0.6067
industrial,concrete,63,3524.0,continental,0.406,0.0253,False,6.98,53.61,1017.5,300.1,normal,normal,normal,normal,0.2145
residential,concrete,36,3999.6,temperate,0.448,0.0226,False,25.34,50.74,1003.58,352.9,normal,normal,normal,normal,0.2019
industrial,concrete,52,2092.6,continental,0.793,0.0933,False,4.86,58.83,1008.08,449.6,normal,normal,normal,normal,0.2558
industrial,mixed,55,1040.4,continental,0.743,0.0733,False,21.1,62.44,1021.5,426.1,normal,attention,normal,normal,0.2223
industrial,concrete,92,3462.1,continental,5.456,0.38,False,0.79,61.4,1001.59,294.8,critical,normal,normal,critical,0.6998
residential,concrete,77,3950.3,temperate,2.836,0.2241,False,4.83,72.57,1017.26,396.3,attention,normal,normal,attention,0.5159
commercial,concrete,24,2334.4,arid,0.453,0.0398,False,31.66,28.11,1015.77,596.5,normal,normal,normal,normal,0.2477
residential,brick,36,401.4,arid,2.612,0.2124,False,22.84,22.7,1020.79,385.0,attention,normal,normal,attention,0.4905
commercial,brick,19,1500.5,temperate,0.986,0.0212,False,21.8,79.74,1021.89,511.9,normal,attention,normal,attention,0.3037
commercial,concrete,5,2098.1,coastal,0.0,0.0184,False,26.51,62.87,1018.82,591.3,normal,normal,normal,normal,0.0959
residential,concrete,87,1844.6,temperate,2.449,0.1691,False,28.39,59.48,1023.43,412.8,attention,normal,normal,attention,0.4838
residential,concrete,51,599.6,temperate,1.167,0.0814,False,14.91,67.9,1013.99,348.0,normal,normal,normal,normal,0.3365
historical,wood,25,3884.8,coastal,2.291,0.1863,False,22.28,76.83,1015.06,143.1,attention,critical,attention,critical,0.4679
residential,concrete,39,3513.4,continental,0.158,0.002,False,24.82,45.11,1002.51,210.1,normal,normal,normal,normal,0.1797
residential,wood,6,738.2,arid,0.0,0.0,False,29.83,33.53,1015.38,348.4,normal,normal,normal,normal,0.0438
commercial,wood,10,1388.8,continental,3.308,0.2892,False,21.77,68.72,1014.58,417.2,attention,attention,normal,attention,0.5252
residential,brick,37,3908.1,continental,3.617,0.3549,False,35.66,35.79,1014.51,293.5,attention,normal,normal,attention,0.5725
residential,concrete,54,2185.5,temperate,1.208,0.0509,False,21.73,41.85,1012.71,449.3,normal,normal,normal,normal,0.314
industrial,concrete,36,3708.0,continental,1.035,0.0668,False,3.93,66.69,999.83,254.8,normal,normal,normal,normal,0.3013
residential,brick,11,4510.5,continental,0.597,0.0224,False,5.99,35.95,1002.86,376.9,normal,normal,normal,normal,0.2521
residential,concrete,67,2255.0,arid,0.082,0.0,False,23.76,25.13,1014.16,302.4,normal,normal,normal,normal,0.1373
commercial,concrete,46,1260.5,temperate,1.173,0.0795,False,20.71,55.43,1024.08,378.2,normal,normal,normal,normal,0.2929
commercial,concrete,7,1176.9,continental,0.886,0.0956,False,12.97,35.97,1026.82,340.5,normal,normal,normal,normal,0.3083
residential,wood,17,1124.8,continental,0.233,0.0441,False,21.93,49.42,1022.42,212.2,normal,normal,normal,normal,0.1986
commercial,concrete,34,1087.7,continental,0.431,0.0074,False,10.43,40.6,1016.23,506.3,normal,normal,normal,normal,0.1693
residential,brick,77,430.0,continental,2.35,0.1869,False,22.88,54.09,1021.19,373.2,attention,normal,normal,critical,0.4821
residential,concrete,29,1171.6,continental,0.706,0.0417,False,-12.34,43.33,1027.04,503.9,normal,normal,normal,normal,0.2783
residential,concrete,47,2693.5,coastal,0.149,0.0279,False,17.19,54.92,1020.44,504.5,normal,normal,normal,normal,0.128
industrial,mixed,99,4678.4,continental,2.338,0.1518,False,10.32,51.54,1012.4,181.7,attention,normal,attention,attention,0.4562
commercial,concrete,84,4243.2,coastal,4.462,0.3781,True,24.79,53.81,1009.57,378.1,critical,normal,normal,critical,0.6479
commercial,mixed,23,4481.0,arid,0.534,0.0,False,19.12,29.61,1008.59,500.9,normal,normal,normal,normal,0.1943
residential,brick,16,2429.5,temperate,1.471,0.0594,False,-1.35,47.36,1017.95,395.4,normal,normal,normal,normal,0.3375
residential,mixed,46,1955.6,temperate,0.206,0.0,False,19.94,60.67,1011.15,135.4,normal,normal,attention,attention,0.2062
historical,wood,50,2003.7,arid,3.376,0.2577,False,33.1,27.38,1001.57,447.3,attention,normal,normal,attention,0.549
industrial,concrete,48,3383.5,continental,0.824,0.1162,False,30.47,50.94,1017.05,154.6,normal,normal,attention,attention,0.2854
residential,wood,91,2363.5,continental,2.39,0.2482,False,15.52,54.59,1036.99,387.5,attention,normal,normal,attention,0.4535
residential,mixed,49,4483.0,arid,6.552,0.5128,False,46.49,41.65,1010.64,405.7,critical,attention,normal,critical,0.7733
residential,wood,12,2307.7,arid,1.801,0.1681,False,22.4,25.86,1008.97,371.2,attention,normal,normal,attention,0.4004
commercial,concrete,61,4155.1,continental,0.635,0.0282,False,37.03,69.74,1013.15,407.8,normal,normal,normal,normal,0.2374
commercial,brick,20,1099.9,continental,1.051,0.0878,False,16.23,47.77,1030.32,301.7,normal,normal,normal,normal,0.2774
residential,concrete,20,3487.7,temperate,1.102,0.0946,False,22.83,65.78,1014.64,407.6,normal,normal,normal,normal,0.2805
commercial,brick,31,1620.6,continental,0.392,0.0341,False,-15.38,68.62,1002.64,598.6,normal,attention,normal,attention,0.2119
residential,mixed,28,1123.5,arid,0.737,0.0,False,26.6,25.24,1012.75,310.3,normal,normal,normal,normal,0.1695
residential,wood,66,1192.8,temperate,0.322,0.0425,False,14.45,47.57,1017.49,427.3,normal,normal,normal,normal,0.1612
residential,brick,91,1583.6,temperate,1.247,0.1182,False,18.99,78.66,1005.75,434.4,normal,attention,normal,attention,0.326
residential,mixed,69,2450.1,arid,3.836,0.2825,False,3.62,32.76,1008.37,252.5,attention,normal,normal,attention,0.6002
industrial,concrete,20,1018.2,coastal,0.992,0.0375,False,22.76,73.39,1007.34,278.2,normal,normal,normal,normal,0.2595
commercial,concrete,17,874.3,temperate,0.0,0.0206,False,17.6,44.59,1013.08,579.7,normal,normal,normal,normal,0.0163
historical,wood,9,4979.9,continental,0.062,0.0079,False,24.36,55.11,1027.35,129.3,normal,normal,attention,attention,0.0
residential,concrete,44,4890.1,temperate,4.273,0.3288,False,8.27,62.88,998.36,319.0,attention,normal,normal,attention,0.6134
commercial,brick,111,2104.2,arid,1.978,0.2169,False,33.08,32.58,1007.15,536.2,attention,normal,normal,attention,0.4408
industrial,concrete,43,4216.4,temperate,2.873,0.254,False,15.32,54.68,1015.74,318.5,attention,normal,normal,attention,0.5115
residential,brick,9,1685.4,coastal,0.223,0.0281,False,7.24,56.59,1016.27,332.3,attention,normal,normal,normal,0.0153
residential,brick,8,1193.8,arid,0.0,0.0253,False,23.63,29.67,1004.39,382.2,normal,normal,normal,normal,0.0
industrial,concrete,104,4178.6,temperate,5.522,0.4378,False,5.64,73.26,1007.56,259.6,critical,normal,normal,critical,0.7049
residential,wood,56,2366.6,temperate,1.006,0.0792,False,7.12,63.99,1013.91,186.4,normal,attention,normal,attention,0.3044
industrial,brick,40,4481.9,continental,0.752,0.0952,False,3.15,41.4,1023.72,297.2,normal,normal,normal,normal,0.2871
historical,brick,50,4342.8,continental,2.237,0.1803,True,16.27,40.63,1015.45,249.2,attention,normal,normal,attention,0.4618
residential,brick,27,278.4,continental,0.485,0.0597,False,4.67,48.54,1016.89,286.6,normal,normal,normal,normal,0.1472
residential,brick,27,455.9,temperate,0.154,0.0244,False,19.45,77.56,1013.4,386.5,normal,attention,normal,attention,0.1624
commercial,concrete,13,1896.8,temperate,0.284,0.0252,False,10.96,71.3,1014.81,527.1,normal,normal,normal,normal,0.1847
historical,wood,27,3824.0,arid,0.875,0.0808,False,41.38,23.63,1023.49,230.3,normal,attention,normal,attention,0.2474
residential,brick,58,1275.2,temperate,3.703,0.2986,False,10.49,49.91,1011.46,214.5,attention,normal,normal,attention,0.5722
residential,concrete,13,3823.1,temperate,0.0,0.0,False,16.01,47.73,1006.23,250.7,normal,normal,normal,normal,0.0
residential,brick,79,4713.4,temperate,4.775,0.3426,False,14.38,68.47,1008.34,423.7,critical,normal,normal,critical,0.6531
industrial,concrete,5,3682.9,continental,0.0,0.0297,False,8.45,43.42,1010.62,302.8,normal,normal,normal,normal,0.0158
commercial,mixed,37,3442.8,temperate,2.018,0.1802,False,9.13,54.41,1022.19,557.0,attention,normal,normal,attention,0.4333
residential,brick,37,766.9,temperate,1.201,0.1092,False,30.37,57.17,1009.54,234.0,normal,normal,normal,normal,0.3032
residential,brick,9,778.1,coastal,0.12,0.0007,False,15.32,65.55,1014.55,293.5,normal,normal,normal,normal,0.0575
residential,brick,106,2841.2,continental,2.28,0.1923,True,17.1,54.02,1017.63,441.9,attention,normal,normal,attention,0.4412
commercial,mixed,31,2675.2,temperate,0.744,0.0041,False,9.93,62.23,1012.57,499.5,normal,normal,normal,normal,0.2084
commercial,concrete,84,3107.8,temperate,1.683,0.0969,False,20.0,53.82,1020.24,503.3,attention,normal,normal,attention,0.4141
industrial,concrete,64,2824.6,continental,0.468,0.049,False,11.39,36.58,1026.43,280.8,normal,normal,normal,normal,0.213
commercial,mixed,109,2040.3,temperate,3.587,0.3165,False,25.52,53.29,1012.21,471.5,critical,normal,normal,critical,0.5941
residential,wood,43,326.7,arid,1.993,0.241,False,15.06,21.78,1005.8,284.0,attention,normal,normal,attention,0.43
industrial,concrete,61,1669.0,coastal,2.262,0.2555,False,23.68,72.17,1017.27,304.4,attention,normal,normal,attention,0.4688
commercial,concrete,74,843.7,coastal,3.282,0.2412,False,20.12,73.61,1021.65,512.4,attention,normal,normal,attention,0.5427
historical,wood,10,763.6,temperate,0.0,0.0,False,21.15,51.34,1010.93,214.8,normal,normal,normal,normal,0.0
industrial,mixed,86,2156.8,temperate,3.58,0.269,False,14.73,49.04,1012.06,301.5,attention,normal,normal,attention,0.5445
commercial,brick,67,1416.0,continental,4.165,0.3137,False,11.53,35.02,1013.84,603.1,critical,normal,normal,critical,0.6047
residential,brick,40,3949.5,temperate,0.837,0.0714,False,11.91,40.54,1007.53,309.1,normal,normal,normal,normal,0.2817
residential,brick,88,3746.2,temperate,4.035,0.3373,False,23.38,66.13,1012.59,335.9,critical,normal,normal,critical,0.5939
commercial,concrete,45,1184.4,temperate,2.428,0.2021,False,12.54,52.65,1006.36,475.7,attention,normal,normal,attention,0.4622
commercial,concrete,14,2257.0,continental,0.239,0.0157,False,35.14,51.99,1017.12,444.8,normal,normal,normal,normal,0.0
residential,wood,30,2744.6,continental,0.06,0.0369,False,7.7,51.52,1016.9,349.6,normal,normal,normal,normal,0.1475
industrial,mixed,34,4459.6,arid,0.567,0.0648,True,22.02,27.18,1006.28,352.6,attention,normal,normal,attention,0.2259
residential,brick,49,2355.8,continental,2.303,0.1764,False,10.02,91.9,1017.24,349.4,attention,critical,normal,critical,0.4571
residential,brick,31,4415.4,continental,1.171,0.128,False,42.04,40.45,1026.79,308.5,normal,attention,normal,attention,0.3395
residential,concrete,9,1498.7,continental,1.613,0.1084,False,15.17,59.42,1010.89,506.0,normal,normal,normal,normal,0.3992
commercial,brick,32,1341.4,arid,0.469,0.0296,False,28.35,29.44,1000.38,380.5,normal,normal,normal,normal,0.2135
residential,concrete,78,3003.2,continental,2.151,0.17,False,21.47,86.76,1010.21,375.1,attention,attention,normal,attention,0.473
